Item#,Department,Event Part of the day,hour 1,hour 2,hour 3,hour 4,hour 5,hour 6,hour 7,hour 8,hour 9,hour 10,hour 11,hour 12,hour 13,hour 14,hour 15,hour 16,hour 17,hour 18,hour 19,hour 20,hour 21,hour 22,hour 23,hour 24,Total sales
873,Polos&Tees,Afternoon,0.12,0.08,0.06,0.05,0.08,0.03,0.01,0,0.02,0.06,0.05,0.01,0.04,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.03,0,115
874,Polos&Tees,Afternoon,0.29,0.04,0.13,0.09,0,0.06,0,0.06,0.04,0.05,0.05,0.04,0.03,0.02,0.01,0.01,0,0,0,0.01,0.05,0.02,0,0,70
875,Skirts,Morning,0.11,0.1,0,0.13,0.06,0.07,0.03,0.09,0.03,0.03,0.04,0.04,0.03,0,0,0,0,0,0,0,0,0.01,0,0,69
876,Skirts,Morning,0.26,0.2,0.05,0.04,0,0.09,0.07,0.1,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0,0,0,0.02,0,0,0,101
877,Polos&Tees,Morning,0.22,0.14,0,0.16,0.02,0.06,0,0.23,0.04,0,0.06,0.03,0.03,0,0.01,0,0,0,0,0,0,0,0,0,139
878,Skirts,Afternoon,0.2,0.12,0.08,0.08,0.06,0.04,0.04,0.03,0.03,0.07,0.05,0.04,0.04,0,0.01,0.01,0,0,0,0,0.01,0,0.02,0.02,53
879,Polos&Tees,Afternoon,0.29,0.13,0.08,0.07,0.06,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.01,0.02,111
880,Skirts,Afternoon,0.29,0.12,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0,0.04,0.03,0.02,0.02,0.01,0.01,0,0,0.01,0.01,0,0.02,0.02,100
881,Skirts,Afternoon,0.3,0.14,0.08,0.07,0.05,0.05,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,74
882,Polos&Tees,Afternoon,0.28,0.13,0.08,0.07,0.06,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,120
883,Polos&Tees,Morning,0.31,0.14,0.08,0.06,0.06,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0.01,0,0,0,104
884,Polos&Tees,Afternoon,0.14,0.1,0.08,0.05,0.03,0.05,0.06,0.1,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0.03,0,52
885,Polos&Tees,Morning,0.24,0.13,0.09,0.07,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,121
886,Polos&Tees,Morning,0.26,0.22,0.08,0.08,0.09,0,0.04,0,0.06,0.03,0.03,0,0.01,0,0.03,0,0.05,0,0.01,0,0,0,0,0,68
887,Polos&Tees,Morning,0.29,0.16,0.08,0.01,0.06,0.07,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0.02,0,0,0.03,0.02,0.02,0.04,0.01,0,0,109
888,Polos&Tees,Afternoon,0.28,0.18,0.12,0,0.05,0.05,0,0.08,0,0,0.05,0.07,0,0,0,0,0.04,0,0,0,0,0,0.02,0,175
889,Skirts,Morning,0.33,0.22,0.05,0.03,0.08,0.01,0.05,0,0,0,0,0,0,0,0,0.04,0.01,0.02,0,0,0,0,0,0.05,69
890,Polos&Tees,Morning,0.31,0.15,0.05,0.03,0.13,0.09,0.03,0.03,0,0,0,0,0,0.01,0.02,0.09,0,0.02,0.01,0,0,0,0,0,74
891,Skirts,Afternoon,0.35,0.11,0,0.17,0,0.02,0,0.12,0,0,0,0,0,0,0.03,0.02,0.03,0,0,0.08,0,0.05,0,0,100
892,Skirts,Afternoon,0.38,0.15,0.13,0.05,0,0.05,0.09,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,78
893,Skirts,Afternoon,0.43,0.11,0.1,0.01,0.11,0.1,0.02,0.01,0.02,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,104
894,Polos&Tees,Afternoon,0.17,0.17,0.12,0.03,0.02,0,0.07,0.06,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0,0,0.01,0.01,0.02,0,0,0,65
895,Polos&Tees,Morning,0.17,0.15,0.05,0.14,0.1,0.01,0.07,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0,0,0,0,0,0,0,120
896,Polos&Tees,Afternoon,0.12,0.12,0.12,0.07,0.03,0.02,0.05,0,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0,0,0,0,0,0,0,99
897,Polos&Tees,Afternoon,0.14,0.18,0.15,0.07,0,0,0.15,0.09,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0,0,0,0,0.01,0.01,0,0,100
898,Polos&Tees,Morning,0.14,0.13,0.07,0.06,0.11,0.1,0.08,0,0,0.08,0,0,0.05,0.07,0,0,0,0,0,0.01,0,0,0,0,67
899,Polos&Tees,Morning,0.3,0.16,0.06,0.1,0.05,0.02,0.02,0.02,0.02,0.03,0.04,0.01,0.01,0.02,0,0,0,0,0,0,0,0.02,0,0.02,58
900,Skirts,Morning,0.26,0.12,0.07,0.04,0.04,0.04,0.03,0.04,0.03,0,0.04,0.02,0.04,0.03,0.01,0,0,0,0,0,0,0.01,0.01,0.02,68
901,Skirts,Afternoon,0.22,0.11,0,0.08,0,0.05,0,0.05,0,0.02,0.04,0,0.04,0,0.02,0.01,0,0,0,0,0,0,0,0,72
902,Skirts,Morning,0.34,0.09,0.13,0.03,0.06,0.03,0.01,0.05,0.03,0.06,0.03,0.03,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0,81
903,Polos&Tees,Afternoon,0.32,0.17,0.11,0.08,0.05,0.03,0.03,0.02,0.01,0.05,0.01,0.04,0.03,0,0,0.01,0.01,0,0,0,0,0,0,0,63
904,Polos&Tees,Afternoon,0.21,0.14,0.06,0.09,0.04,0.1,0.02,0.03,0.02,0.03,0.02,0.01,0,0.02,0,0,0.02,0,0,0,0,0,0,0.03,97
905,Polos&Tees,Afternoon,0.52,0.16,0,0.11,0.06,0,0,0.03,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
906,Skirts,Afternoon,0.38,0.15,0.11,0.05,0.06,0.04,0.02,0,0.04,0.09,0,0,0.03,0,0,0,0,0.03,0,0,0,0,0,0,72
907,Polos&Tees,Morning,0.21,0.08,0.11,0.13,0.06,0,0.09,0,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.03,0.03,0.03,0,0,0,57
908,Polos&Tees,Afternoon,0.24,0.09,0.06,0.05,0.07,0.06,0.05,0.08,0.03,0.03,0.04,0.03,0,0.02,0.01,0.01,0,0.05,0,0,0,0.01,0.01,0,54
909,Skirts,Afternoon,0.31,0.18,0.1,0.06,0.03,0.01,0.08,0.06,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0,0,0,0,69
910,Skirts,Morning,0.33,0.09,0,0.14,0.04,0.12,0,0.13,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0,0,0,0,0,0.01,0,65
911,Skirts,Morning,0.28,0.19,0.02,0.15,0.02,0.04,0.09,0.07,0.05,0,0,0.02,0.02,0.02,0,0,0,0,0,0.01,0.01,0.01,0,0,55
912,Polos&Tees,Afternoon,0.4,0.15,0.1,0.05,0.12,0,0,0.01,0.03,0.03,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0,0,0.01,0,0,0,0,95
913,Polos&Tees,Morning,0.15,0.11,0.02,0.15,0.04,0.05,0.15,0.07,0,0.03,0,0.05,0.02,0,0,0,0,0,0,0,0,0.01,0,0,58
914,Skirts,Morning,0.4,0.18,0.03,0.17,0.12,0,0.01,0.04,0.04,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,78
915,Polos&Tees,Morning,0.17,0.13,0.09,0.07,0.06,0.05,0.04,0.04,0.04,0,0.05,0,0.03,0,0.01,0.01,0,0,0,0,0,0,0,0.02,66
916,Polos&Tees,Afternoon,0.3,0.14,0.09,0.06,0.06,0.04,0.03,0.02,0.03,0.03,0,0.04,0.03,0,0.01,0.01,0,0,0,0,0.01,0,0,0,67
917,Polos&Tees,Morning,0.31,0.12,0.06,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,89
918,Skirts,Morning,0.26,0.14,0.08,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,68
919,Polos&Tees,Morning,0.3,0.14,0.08,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0,0,72
920,Skirts,Morning,0.27,0.15,0.09,0.07,0.04,0.04,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0,0.01,0.02,0.02,0.02,0.03,0.04,0.02,0,0.01,95
921,Skirts,Afternoon,0.32,0.14,0.09,0.07,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0,0.02,0.01,0.01,0.01,0,0,0,0,0,0,0.02,71
922,Skirts,Afternoon,0.23,0.14,0.09,0.07,0.07,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0,0,0,0.01,0.02,0.02,0,58
923,Polos&Tees,Afternoon,0.27,0.22,0.02,0.02,0.08,0.03,0.04,0.05,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,106
924,Polos&Tees,Afternoon,0.38,0.12,0.08,0.01,0.08,0,0.11,0,0.02,0.03,0.04,0.01,0.01,0.02,0.01,0.01,0,0,0.06,0,0,0.01,0,0,83
925,Polos&Tees,Afternoon,0.28,0.11,0.14,0.07,0.03,0,0.08,0,0.03,0.07,0.04,0.02,0.04,0.03,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,69
926,Polos&Tees,Morning,0.15,0.15,0.08,0.05,0.13,0.03,0.07,0.07,0.04,0.02,0.04,0.05,0.04,0.04,0.01,0.01,0,0,0,0,0.01,0.01,0,0,105
927,Polos&Tees,Afternoon,0.28,0.15,0.06,0.12,0.08,0.05,0.01,0.02,0.03,0,0.03,0,0.01,0.01,0.01,0.01,0,0,0,0,0.01,0.01,0,0,110
928,Skirts,Afternoon,0.18,0.18,0.02,0.03,0,0.04,0.05,0.01,0.01,0.05,0.01,0.04,0.03,0,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0,0.01,79
929,Skirts,Afternoon,0.12,0.08,0.06,0.05,0.08,0.03,0.01,0,0.02,0.06,0.05,0.01,0.04,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.03,0,66
930,Skirts,Afternoon,0.29,0.04,0.13,0.09,0,0.06,0,0.06,0.04,0.05,0.05,0.04,0.03,0.02,0.01,0.01,0,0,0,0.01,0.05,0.02,0,0,71
931,Polos&Tees,Morning,0.11,0.1,0,0.13,0.06,0.07,0.03,0.09,0.03,0.03,0.04,0.04,0.03,0,0,0,0,0,0,0,0,0.01,0,0,72
932,Polos&Tees,Afternoon,0.26,0.2,0.05,0.04,0,0.09,0.07,0.1,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0,0,0,0.02,0,0,0,65
933,Polos&Tees,Morning,0.22,0.14,0,0.16,0.02,0.06,0,0.23,0.04,0,0.06,0.03,0.03,0,0.01,0,0,0,0,0,0,0,0,0,84
934,Skirts,Morning,0.2,0.12,0.08,0.08,0.06,0.04,0.04,0.03,0.03,0.07,0.05,0.04,0.04,0,0.01,0.01,0,0,0,0,0.01,0,0.02,0.02,115
935,Polos&Tees,Morning,0.29,0.13,0.08,0.07,0.06,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.01,0.02,52
936,Polos&Tees,Afternoon,0.29,0.12,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0,0.04,0.03,0.02,0.02,0.01,0.01,0,0,0.01,0.01,0,0.02,0.02,70
937,Polos&Tees,Afternoon,0.3,0.14,0.08,0.07,0.05,0.05,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,55
938,Polos&Tees,Afternoon,0.28,0.13,0.08,0.07,0.06,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,115
939,Skirts,Afternoon,0.31,0.14,0.08,0.06,0.06,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0.01,0,0,0,54
940,Polos&Tees,Afternoon,0.14,0.1,0.08,0.05,0.03,0.05,0.06,0.1,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0.03,0,73
941,Polos&Tees,Afternoon,0.24,0.13,0.09,0.07,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,71
942,Polos&Tees,Afternoon,0.26,0.22,0.08,0.08,0.09,0,0.04,0,0.06,0.03,0.03,0,0.01,0,0.03,0,0.05,0,0.01,0,0,0,0,0,112
943,Polos&Tees,Afternoon,0.29,0.16,0.08,0.01,0.06,0.07,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0.02,0,0,0.03,0.02,0.02,0.04,0.01,0,0,57
944,Polos&Tees,Afternoon,0.28,0.18,0.12,0,0.05,0.05,0,0.08,0,0,0.05,0.07,0,0,0,0,0.04,0,0,0,0,0,0.02,0,75
945,Skirts,Morning,0.33,0.22,0.05,0.03,0.08,0.01,0.05,0,0,0,0,0,0,0,0,0.04,0.01,0.02,0,0,0,0,0,0.05,179
946,Polos&Tees,Morning,0.31,0.15,0.05,0.03,0.13,0.09,0.03,0.03,0,0,0,0,0,0.01,0.02,0.09,0,0.02,0.01,0,0,0,0,0,55
947,Polos&Tees,Afternoon,0.35,0.11,0,0.17,0,0.02,0,0.12,0,0,0,0,0,0,0.03,0.02,0.03,0,0,0.08,0,0.05,0,0,67
948,Polos&Tees,Morning,0.38,0.15,0.13,0.05,0,0.05,0.09,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,153
949,Skirts,Afternoon,0.43,0.11,0.1,0.01,0.11,0.1,0.02,0.01,0.02,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,57
950,Polos&Tees,Afternoon,0.17,0.17,0.12,0.03,0.02,0,0.07,0.06,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0,0,0.01,0.01,0.02,0,0,0,83
951,Skirts,Morning,0.17,0.15,0.05,0.14,0.1,0.01,0.07,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0,0,0,0,0,0,0,110
952,Polos&Tees,Afternoon,0.12,0.12,0.12,0.07,0.03,0.02,0.05,0,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0,0,0,0,0,0,0,124
953,Skirts,Afternoon,0.14,0.18,0.15,0.07,0,0,0.15,0.09,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0,0,0,0,0.01,0.01,0,0,71
954,Polos&Tees,Morning,0.14,0.13,0.07,0.06,0.11,0.1,0.08,0,0,0.08,0,0,0.05,0.07,0,0,0,0,0,0.01,0,0,0,0,113
955,Polos&Tees,Afternoon,0.3,0.16,0.06,0.1,0.05,0.02,0.02,0.02,0.02,0.03,0.04,0.01,0.01,0.02,0,0,0,0,0,0,0,0.02,0,0.02,56
956,Polos&Tees,Morning,0.26,0.12,0.07,0.04,0.04,0.04,0.03,0.04,0.03,0,0.04,0.02,0.04,0.03,0.01,0,0,0,0,0,0,0.01,0.01,0.02,111
957,Skirts,Afternoon,0.22,0.11,0,0.08,0,0.05,0,0.05,0,0.02,0.04,0,0.04,0,0.02,0.01,0,0,0,0,0,0,0,0,73
958,Skirts,Morning,0.34,0.09,0.13,0.03,0.06,0.03,0.01,0.05,0.03,0.06,0.03,0.03,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0,75
959,Polos&Tees,Afternoon,0.32,0.17,0.11,0.08,0.05,0.03,0.03,0.02,0.01,0.05,0.01,0.04,0.03,0,0,0.01,0.01,0,0,0,0,0,0,0,61
960,Polos&Tees,Afternoon,0.21,0.14,0.06,0.09,0.04,0.1,0.02,0.03,0.02,0.03,0.02,0.01,0,0.02,0,0,0.02,0,0,0,0,0,0,0.03,61
961,Polos&Tees,Morning,0.52,0.16,0,0.11,0.06,0,0,0.03,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
962,Skirts,Afternoon,0.38,0.15,0.11,0.05,0.06,0.04,0.02,0,0.04,0.09,0,0,0.03,0,0,0,0,0.03,0,0,0,0,0,0,93
963,Skirts,Morning,0.21,0.08,0.11,0.13,0.06,0,0.09,0,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.03,0.03,0.03,0,0,0,55
964,Skirts,Afternoon,0.24,0.09,0.06,0.05,0.07,0.06,0.05,0.08,0.03,0.03,0.04,0.03,0,0.02,0.01,0.01,0,0.05,0,0,0,0.01,0.01,0,79
965,Polos&Tees,Afternoon,0.31,0.18,0.1,0.06,0.03,0.01,0.08,0.06,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0,0,0,0,119
966,Polos&Tees,Morning,0.33,0.09,0,0.14,0.04,0.12,0,0.13,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0,0,0,0,0,0.01,0,66
967,Skirts,Afternoon,0.28,0.19,0.02,0.15,0.02,0.04,0.09,0.07,0.05,0,0,0.02,0.02,0.02,0,0,0,0,0,0.01,0.01,0.01,0,0,62
968,Skirts,Afternoon,0.4,0.15,0.1,0.05,0.12,0,0,0.01,0.03,0.03,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0,0,0.01,0,0,0,0,169
969,Skirts,Afternoon,0.15,0.11,0.02,0.15,0.04,0.05,0.15,0.07,0,0.03,0,0.05,0.02,0,0,0,0,0,0,0,0,0.01,0,0,149
970,Skirts,Afternoon,0.4,0.18,0.03,0.17,0.12,0,0.01,0.04,0.04,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,78
971,Skirts,Morning,0.17,0.13,0.09,0.07,0.06,0.05,0.04,0.04,0.04,0,0.05,0,0.03,0,0.01,0.01,0,0,0,0,0,0,0,0.02,70
972,Polos&Tees,Morning,0.3,0.14,0.09,0.06,0.06,0.04,0.03,0.02,0.03,0.03,0,0.04,0.03,0,0.01,0.01,0,0,0,0,0.01,0,0,0,109
973,Polos&Tees,Morning,0.31,0.12,0.06,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,59
974,Polos&Tees,Morning,0.26,0.14,0.08,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,106
975,Skirts,Afternoon,0.3,0.14,0.08,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0,0,66
976,Skirts,Morning,0.27,0.15,0.09,0.07,0.04,0.04,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0,0.01,0.02,0.02,0.02,0.03,0.04,0.02,0,0.01,68
977,Polos&Tees,Morning,0.32,0.14,0.09,0.07,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0,0.02,0.01,0.01,0.01,0,0,0,0,0,0,0.02,87
978,Polos&Tees,Morning,0.23,0.14,0.09,0.07,0.07,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0,0,0,0.01,0.02,0.02,0,88
979,Skirts,Morning,0.27,0.22,0.02,0.02,0.08,0.03,0.04,0.05,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,80
980,Polos&Tees,Morning,0.38,0.12,0.08,0.01,0.08,0,0.11,0,0.02,0.03,0.04,0.01,0.01,0.02,0.01,0.01,0,0,0.06,0,0,0.01,0,0,52
981,Polos&Tees,Afternoon,0.28,0.11,0.14,0.07,0.03,0,0.08,0,0.03,0.07,0.04,0.02,0.04,0.03,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,53
982,Skirts,Morning,0.15,0.15,0.08,0.05,0.13,0.03,0.07,0.07,0.04,0.02,0.04,0.05,0.04,0.04,0.01,0.01,0,0,0,0,0.01,0.01,0,0,120
983,Skirts,Afternoon,0.28,0.15,0.06,0.12,0.08,0.05,0.01,0.02,0.03,0,0.03,0,0.01,0.01,0.01,0.01,0,0,0,0,0.01,0.01,0,0,128
984,Polos&Tees,Morning,0.18,0.18,0.02,0.03,0,0.04,0.05,0.01,0.01,0.05,0.01,0.04,0.03,0,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0,0.01,108
985,Skirts,Afternoon,0.12,0.08,0.06,0.05,0.08,0.03,0.01,0,0.02,0.06,0.05,0.01,0.04,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.03,0,68
986,Polos&Tees,Morning,0.29,0.04,0.13,0.09,0,0.06,0,0.06,0.04,0.05,0.05,0.04,0.03,0.02,0.01,0.01,0,0,0,0.01,0.05,0.02,0,0,59
987,Polos&Tees,Afternoon,0.11,0.1,0,0.13,0.06,0.07,0.03,0.09,0.03,0.03,0.04,0.04,0.03,0,0,0,0,0,0,0,0,0.01,0,0,57
988,Polos&Tees,Afternoon,0.26,0.2,0.05,0.04,0,0.09,0.07,0.1,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0,0,0,0.02,0,0,0,58
989,Polos&Tees,Afternoon,0.22,0.14,0,0.16,0.02,0.06,0,0.23,0.04,0,0.06,0.03,0.03,0,0.01,0,0,0,0,0,0,0,0,0,70
990,Polos&Tees,Morning,0.2,0.12,0.08,0.08,0.06,0.04,0.04,0.03,0.03,0.07,0.05,0.04,0.04,0,0.01,0.01,0,0,0,0,0.01,0,0.02,0.02,161
991,Polos&Tees,Morning,0.29,0.13,0.08,0.07,0.06,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.01,0.02,91
992,Polos&Tees,Morning,0.29,0.12,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0,0.04,0.03,0.02,0.02,0.01,0.01,0,0,0.01,0.01,0,0.02,0.02,68
993,Skirts,Morning,0.3,0.14,0.08,0.07,0.05,0.05,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,54
994,Polos&Tees,Morning,0.28,0.13,0.08,0.07,0.06,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,77
995,Skirts,Morning,0.31,0.14,0.08,0.06,0.06,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0.01,0,0,0,121
996,Polos&Tees,Morning,0.14,0.1,0.08,0.05,0.03,0.05,0.06,0.1,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0.03,0,104
997,Polos&Tees,Morning,0.24,0.13,0.09,0.07,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,97
998,Skirts,Afternoon,0.26,0.22,0.08,0.08,0.09,0,0.04,0,0.06,0.03,0.03,0,0.01,0,0.03,0,0.05,0,0.01,0,0,0,0,0,105
999,Polos&Tees,Afternoon,0.29,0.16,0.08,0.01,0.06,0.07,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0.02,0,0,0.03,0.02,0.02,0.04,0.01,0,0,106
1000,Polos&Tees,Afternoon,0.28,0.18,0.12,0,0.05,0.05,0,0.08,0,0,0.05,0.07,0,0,0,0,0.04,0,0,0,0,0,0.02,0,122
